Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID,latitude,longitude
12317,"12.9440808, 77.5547283","237/37, 10Th Main Nagendra Block Srinagar  560050",Sannidhi Speciality Center,0,0,0,"237/37, 10Th Main Nagendra Block Srinagar",Karnataka,Bengaluru Urban,0,560050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9440808,77.5547283
12319,"12.93921, 77.5626634","No 519/34, 2Nd Cross 10Th Main, Bsk 1St Stage Banashankari  560050",Sunetra Eye Hospital,0,0,0,"No 519/34, 2Nd Cross 10Th Main, Bsk 1St Stage Banashankari",Karnataka,Bengaluru Urban,0,560050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.93921,77.5626634
12320,"12.9444533, 77.5537803","No-22/2, 13Th Main, Banashankari,1St Stage, 3Rdblock, Shrinagar,",Trinetraalaya Eye Care and Surgical Centre,0,0,0,"No-22/2, 13Th Main, Banashankari,1St Stage, 3Rdblock, Shrinagar",Karnataka,Bengaluru Urban,0,560050,0,0,0,0,0,0,0,0,8026614876,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9444533,77.5537803
12322,"13.0296311, 77.5911303","110, 1St Main Sbm Colony, Bsk 1St Stage, Hanumanthanagar  560050",Vinayaka Hospital,0,0,0,"#110, 1St Main Sbm Colony, Bsk 1St Stage, Hanumanthanagar",Karnataka,Bengaluru Urban,0,560050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0296311,77.5911303
12325,"19.7865252, 74.0678281","H.K.P.Road, Shivajinagar, - 560051",Narayana Hrudayalaya Csi Hospital,0,0,0,"H.K.P.Road, Shivajinagar",Karnataka,Bengaluru Urban,0,560051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,19.7865252,74.0678281
12326,"12.9617715, 77.5632619","7Th Cross, Rangaswamy Temple Street,",Amar Hospital,0,0,0,"7Th Cross, Rangaswamy Temple Street",Karnataka,Bengaluru Urban,0,560053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9617715,77.5632619
12327,"13.0018523, 77.5745652","816/77, Samskruti, 11Th Cross, Malleshwara, Vyalikaval,",Atreya Charitable Trust,0,0,0,"816/77, Samskruti, 11Th Cross, Malleshwara, Vyalikaval",Karnataka,Bengaluru Urban,0,560053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0018523,77.5745652
12328,"12.9688855, 77.5698292",73 74 Binny Mill Road Cottonpet Cross,Babu Clinic and Piles Proctology Hospital,0,0,0,73 74 Binny Mill Road Cottonpet Cross,Karnataka,Bengaluru Urban,0,560053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9688855,77.5698292
12329,"12.9644418, 77.5705436","Adinarayana Temple Street, 7Th Cross Cotton Pet,  South",Cottonpet Meternity Home,0,0,0,"Adinarayana Temple Street, 7Th Cross Cotton Pet,  South",Karnataka,Bengaluru Urban,0,560053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9644418,77.5705436
12330,"19.2105512, 72.8748702",202/3 Mahesh Towers R T Street,Mahesh Clinic,0,0,0,202/3 Mahesh Towers R T Street,Karnataka,Bengaluru Urban,0,560053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,19.2105512,72.8748702
12331,"12.9936758, 77.5733436","No.71, Mill Road, Cottonpet,",Radha Maternity and Surgical Hospital,0,0,0,"No.71, Mill Road, Cottonpet",Karnataka,Bengaluru Urban,0,560053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9936758,77.5733436
12333,"13.0280231, 77.5614553","67, 9Th Main, Next To Dr.Shah`S Diagnostic Centre, Hmt Main Road, Mathikere,",Aradhana Netra Mandira,0,0,0,"#67, 9Th Main, Next To Dr.Shah`S Diagnostic Centre, Hmt Main Road, Mathikere",Karnataka,Bengaluru Urban,0,560054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0280231,77.5614553
12339,"12.9137428, 77.6374282","43/A, 1St Floor, Bda Complex, 6Th Sector, Hsr Layout, Banglore-",Narayana Hrudayalaya Superspecialty Clinic and Diagnostic Center,0,0,0,"43/A, 1St Floor, Bda Complex, 6Th Sector, Hsr Layout",Karnataka,Bengaluru Urban,0,560054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9137428,77.6374282
12343,"13.030329, 77.5604111","No. 31, M. S. Ramaiah Road, Mathikere",Subbiah Hospital ( A Unit Of Shirdi Sai Hospital Pvt. Ltd. ),0,0,0,"No. 31, M. S. Ramaiah Road, Mathikere",Karnataka,Bengaluru Urban,0,560054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.030329,77.5604111
12344,"13.0636862, 77.5833342","426/12, 2 Cross,Mathikere Layout,Behind Canara Bank.",Sumathi Nursing and Maternity Home,0,0,0,"#426/12, 2 Cross,Mathikere Layout,Behind Canara Bank",Karnataka,Bengaluru Urban,0,560054,0,0,0,0,0,0,0,0,23377838,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0636862,77.5833342
12345,"13.0073411, 77.5687973","No 47, 17Th Cross Malleswaram,",Chhaya Nursing Home,0,0,0,"No 47, 17Th Cross Malleswaram",Karnataka,Bengaluru Urban,0,560055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0073411,77.5687973
12347,"13.0018482, 77.5697162","No. 95 and 96, Margosa Road, 15Th Cross, Malleswaram,",Lakshmi Maternity Home,0,0,0,"No. 95 and 96, Margosa Road, 15Th Cross, Malleswaram",Karnataka,Bengaluru Urban,0,560055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0018482,77.5697162
12348,"13.008767, 77.5657871","90/1, West Park Road,Between 17Th And 18Th Cross,Malleswaram.",Manjunatha Maternity Home and Surgical Centre,0,0,0,"# 90/1, West Park Road,Between 17Th And 18Th Cross,Malleswaram",Karnataka,Bengaluru Urban,0,560055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.008767,77.5657871
12349,"13.0073411, 77.5687973","47, 17Th Cross, Malleshwaram",Si Chhaya Multi Speciality Hospital,0,0,0,"# 47, 17Th Cross, Malleshwaram",Karnataka,Bengaluru Urban,0,560055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0073411,77.5687973
12352,"12.9590613, 77.5238151","80Ft Road, Gnana Jyothi Nagar,",Krishna Loka Hospital,0,0,0,"80Ft Road, Gnana Jyothi Nagar",Karnataka,Bengaluru Urban,0,560056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9590613,77.5238151
12353,"13.0412034, 77.5579956","818/819 16Th 'A' Main, 2Nd Cross Gokul Extension, Mathikere",Nathrushree Nethralaya,0,0,0,"818/819 16Th 'A' Main, 2Nd Cross Gokul Extension, Mathikere",Karnataka,Bengaluru Urban,0,560056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0412034,77.5579956
12355,"12.9453066, 77.4971113","110, Mariyappanapalya, Jnanabharathi,",Sri Rajeshwari Hospital,0,0,0,"110, Mariyappanapalya, Jnanabharathi",Karnataka,Bengaluru Urban,0,560056,0,0,0,0,0,0,0,0,65362764,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9453066,77.4971113
12356,"12.98061, 77.538619","No 11/2, Magadi Main Road,Agrahara Dasarahalli",Aasha Hospital,0,0,0,"No 11/2, Magadi Main Road ,Agrahara Dasarahalli",Karnataka,Bengaluru Urban,0,560057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.98061,77.538619
12358,"13.0542174, 77.5096278","Old Widia School Stop,Hesarsghatta Main Road,Bhuvaneshwari Nagar,T. Dasarahalli,",Deepak Nursing Home,0,0,0,"Old Widia School Stop,Hesarsghatta Main Road,Bhuvaneshwari Nagar,T. Dasarahalli",Karnataka,Bengaluru Urban,0,560057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0542174,77.5096278
12359,"13.0965073, 77.5420588","No.30 Hesaraghatta Road, T Dasarahalli",Dr Ramachandra Hospital,0,0,0,"No.30 Hesaraghatta Road , T Dasarahalli",Karnataka,Bengaluru Urban,0,560057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0965073,77.5420588
12360,"13.039944, 77.518339","24, 2Nd Cross, Excel Kalyana Mantapa Road,Jalahalli Cross,T. Dasarahalli.",Krishna Hospital,0,0,0,"#24, 2Nd Cross, Excel Kalyana Mantapa Road,Jalahalli Cross,T. Dasarahalli",Karnataka,Bengaluru Urban,0,560057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.039944,77.518339
12362,"13.0460754, 77.5209231","No. 9, 1St Floor, Near Ayyappa Temple, S.M. Road, Jalahalli West",Shree Matha Speciality Clinic For Piles and Proctolo,0,0,0,"No. 9, 1St Floor , Near Ayyappa Temple, S.M. Road, Jalahalli West",Karnataka,Bengaluru Urban,0,560057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0460754,77.5209231
12363,"13.0430279, 77.5125327","13/4, T Dasarahalli Tumkur Road   560057",Sri Raghavendra Hospital,0,0,0,"13/4, T Dasarahalli Tumkur Road",Karnataka,Bengaluru Urban,0,560057,0,0,0,0,0,0,0,0,28912854,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0430279,77.5125327
12364,"13.0506057, 77.5118463","No. 15, Drls Plaza, 1St Floor, Nh-4, Above Andhra Bank, T. Dasarahalli",Sri Venkateshwara Eye Hospital,0,0,0,"No. 15, Drls Plaza, 1St Floor, Nh-4, Above Andhra Bank, T. Dasarahalli",Karnataka,Bengaluru Urban,0,560057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0506057,77.5118463
12365,"13.0506057, 77.5118463","13/02, Mahimappa Complex, Nh-4, T.Dasarahalli,",Vijaya Nursing Home,0,0,0,"13/02, Mahimappa Complex, Nh-4, T.Dasarahalli",Karnataka,Bengaluru Urban,0,560057,0,0,0,0,0,0,0,0,2837826,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0506057,77.5118463
12366,"12.9594745, 77.560953","No.19,2Nd Main Road,1St Phase, Peenya Industrial Area -",Amruth Biological and Clinical Services Pvt Ltd.,0,0,0,"No.19,2Nd Main Road,1St Phase, Peenya Industrial Area",Karnataka,Bengaluru Urban,0,560058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9594745,77.560953
12370,"13.0314031, 77.5291865",1St Main 2Nd Stage Peenya,Panchamukhi Hospital,0,0,0,1St Main 2Nd Stage Peenya,Karnataka,Bengaluru Urban,0,560058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0314031,77.5291865
12371,"13.0087538, 77.5263961","19, 2Nd Main Road, 1St Phase Peenya Industrial Area  560058",Ravi Kirlosker Memorial Hospital,0,0,0,"19, 2Nd Main Road, 1St Phase Peenya Industrial Area",Karnataka,Bengaluru Urban,0,560058,0,0,0,0,0,0,0,0,080  28375682,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0087538,77.5263961
12373,"13.0152952, 77.5203623","No.12, Laggere Main Road, Laggere, Bengaluru",Sai Baba Hospital,0,0,0,"No.12, Laggere Main Road, Laggere, Bengaluru",Karnataka,Bengaluru Urban,0,560058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0152952,77.5203623
12374,"13.0576513, 77.5967615","I Main Road,Peenya Ii Stage.",Sri Venkateshwara Hospital,0,0,0,"I Main Road, ,Peenya Ii Stage",Karnataka,Bengaluru Urban,0,560058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0576513,77.5967615
12378,"12.9120093, 77.5583998","34, Brindavan Layout Subramanyapura Main Road,",Chinmayi Hospital,0,0,0,"34, Brindavan Layout Subramanyapura Main Road",Karnataka,Bengaluru Urban,0,560061,0,0,0,0,0,0,0,0,26394455,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9120093,77.5583998
12379,"12.9890609, 77.5820957","No.31, Crescent Road, High Grounds,",Mallige Medical Centre,0,0,0,"No.31, Crescent Road, High Grounds",Karnataka,Bengaluru Urban,0,560061,0,0,0,0,0,0,0,0,40914641,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9890609,77.5820957
12380,"12.9057641, 77.5428665","Srinivasa Complex,No.4,1St Floor,Off Uttarahalli Subramanyapura Main Road,",Nagarathna Hospital,0,0,0,"Srinivasa Complex,No.4,1St Floor,Off Uttarahalli Subramanyapura Main Road",Karnataka,Bengaluru Urban,0,560061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,12.9057641,77.5428665
12383,"13.1004849, 77.5940134","Near Bagalur Cross Signal,International Airport Main Road,Yelahanka .",Saranalaya Hospital,0,0,0,"Near Bagalur Cross Signal,International Airport Main Road,Yelahanka",Karnataka,Bengaluru Urban,0,560063,0,0,0,0,0,0,0,0,28566626,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.1004849,77.5940134
12384,"13.1026716, 77.5668889","33/34,2Nd Stage,Balaji Avenue, Attur Main Road, Yelahanka New Town,",Akshaya Nursing Home,0,0,0,"# 33/34,2Nd Stage,Balaji Avenue, Attur Main Road, Yelahanka New Town",Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,080  22386600,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.1026716,77.5668889
12385,"13.0931058, 77.5861201","Khb Satellite Town, A Sector, Yelahanka,",Chaitanya Medical Centre Maternity and Surgical Care,0,0,0,"Khb Satellite Town, A Sector, Yelahanka",Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0931058,77.5861201
12388,"13.1002784, 77.580947","793, 8Th `A` Cross, `A` Sector, Yelahanka New Town,",Girish Eye and Children Clinic,0,0,0,"793, 8Th `A` Cross, `A` Sector, Yelahanka New Town",Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.1002784,77.580947
12389,"13.1004849, 77.5940134","Yelahanka,  Urban, B.N",Govt Hospital,Public/ Government,0,0,"Yelahanka,  Urban, , B.N",Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.1004849,77.5940134
12391,"13.0948638, 77.5772344","29, 1St Main, Sharad Nagar, Behind Yelahanka New Town,",Kamal Maternity and Surgical Nursing Home,0,0,0,"# 29, 1St Main, Sharad Nagar, Behind Yelahanka New Town",Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0948638,77.5772344
12392,"13.1004849, 77.5940134","No: 9, A1, A2 Opp: Mec School, A-Sector Yelahanka  560064",Kk Hospital,0,0,0,"No: 9, A1, A2 Opp: Mec School, A-Sector Yelahanka",Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.1004849,77.5940134
12394,"13.1077823, 77.5716915","8, 6Th Main Road 5Th Phase, Yelahanka New Town  560064",Neha Prakash Hospital,0,0,0,"8, 6Th Main Road 5Th Phase, Yelahanka New Town",Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.1077823,77.5716915
12395,"13.0992667, 77.5817948","No.2558, Hig,16Th Bcross, Yelahanka New Town,",New City Hospital,0,0,0,"No.2558, Hig,16Th Bcross, Yelahanka New Town",Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,41756108,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.0992667,77.5817948
12397,"13.1042445, 77.5713193","2069/2074, 16Th B Cross, (Near Mother Dairy Cross), Yelahanka New Town,",Prasad Hospital,0,0,0,"2069/2074, 16Th B Cross, (Near Mother Dairy Cross), Yelahanka New Town",Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.1042445,77.5713193
12398,"13.1008405, 77.5945732",Yelahanka,Railways Hospital,0,0,0,Yelahanka,Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.1008405,77.5945732
12399,"13.6781837, 79.352188",Tirumala Doddaballapur Road Opp Rajakunte Police Station,Rajankunte Hospital,0,0,0,Tirumala Doddaballapur Road Opp Rajakunte Police Station,Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.6781837,79.352188
12400,"13.1042445, 77.5713193","No 2054,13 Th Main 3 Rd Phase, Mother Diary Cross, Yelahanka New Town,",Rangalakshmi Netralaya,0,0,0,"No 2054,13 Th Main 3 Rd Phase , Mother Diary Cross, Yelahanka New Town",Karnataka,Bengaluru Urban,0,560064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29,572,13.1042445,77.5713193
